time(s),mass(kg),thrust(N),lat(deg),lon(deg),altitude(m),pos_ECI_X(m),pos_ECI_Y(m),pos_ECI_Z(m),vel_ECI_X(m/s),vel_ECI_Y(m/s),vel_ECI_Z(m/s),vel_NED_X(m/s),vel_NED_Y(m/s),vel_NED_Z(m/s),acc_ECI_X(m/s2),acc_ECI_Y(m/s2),acc_ECI_Z(m/s2),acc_Body_X(m/s),acc_Body_Y(m/s),acc_Body_Z(m/s),Isp(s),Mach number,attitude_azimth(deg),attitude_elevation(deg),attack of angle alpha(deg),attack of angle beta(deg),all attack of angle gamma(deg),dynamic pressure(Pa),airforce_Body_X[N],airforce_Body_Y[N],airforce_Body_Z[N],thrust_Body_X[N],thrust_Body_Y[N],thrust_Body_Z[N],gimbal_angle_pitch(deg),gimbal_angle_yaw(deg),wind speed(m/s),wind direction(deg),downrange(m),IIP_lat(deg),IIP_lon(deg),dcmBODY2ECI_11,dcmBODY2ECI_12,dcmBODY2ECI_13,dcmBODY2ECI_21,dcmBODY2ECI_22,dcmBODY2ECI_23,dcmBODY2ECI_31,dcmBODY2ECI_32,dcmBODY2ECI_33,inertial velocity(m/s),kinematic_energy_NED(J),loss_gravity(m/s2),loss_aerodynamics(m/s2),loss_thrust(m/s2),is_powered(1=powered 0=free),is_separated(1=already 0=still)
16,116526.28,3477966.2,31.250503,131.09141,2013.6643,-3593027,4110319.5,3290713.5,-539.31403,-197.27452,117.85979,-6.32641,137.7785,-237.61152,-19.563307,1.5419208,8.2915061,29.488643,-0.35841059,-0.35841059,248.53695,0.87508618,92.30493,61.59836,6.8435314,-0.084570438,6.844044,42540.72,-41764.255,-41764.255,-41764.255,3477966.2,0,0,0,0,30,90,856.56824,31.247293,131.17214,-0.85928186,-0.31087501,-0.40619136,0.26086208,0.41674017,-0.87079194,0.43998371,-0.85421564,-0.27700177,586,4.3978286e+09,8.4829615,0.35841059,3.0578833,1,0,
17,115104.66,3460015.7,31.250446,131.09293,2259.4408,-3593576.1,4110122.9,3290835.6,-559.02107,-195.90932,126.16416,-6.5168729,151.67985,-253.93329,-19.850465,1.1877222,8.3176043,29.651913,-0.40782361,-0.40782361,249.11848,0.94206089,92.18169,60.69672,6.2964018,-0.074592148,6.2968365,47815.133,-46942.397,-46942.397,-46942.397,3460015.7,0,0,0,0,30,90,1001.4478,31.246912,131.18772,-0.86526394,-0.31256267,-0.39194756,0.24660337,0.4153268,-0.8756086,0.43646889,-0.85428814,-0.2822883,605,5.0376337e+09,8.4179531,0.40782361,3.0023141,1,0,
18,113687.7,3474769.3,31.250386,131.0946,2521.5691,-3594145.2,4109927.6,3290965.9,-579.10651,-194.78478,134.57134,-6.6568425,166.02004,-270.37009,-20.322293,1.0607107,8.4977767,30.104231,-0.45993064,-0.45993064,249.94521,1.0107235,92.157042,60.1332,6.0910589,-0.12520589,6.0923264,53260.586,-52288.458,-52288.458,-52288.458,3474769.3,0,0,0,0,30,90,1160.4423,31.24654,131.20486,-0.86903451,-0.31293361,-0.38321219,0.23780247,0.41501762,-0.87818583,0.43385367,-0.8543026,-0.28624825,625,5.724571e+09,8.3552971,0.45993064,2.9415031,1,0,
19,112276.09,3454037.7,31.250326,131.09642,2800.2252,-3594734.5,4109733.3,3291104.7,-599.5397,-193.85528,143.09063,-6.7458487,180.74582,-286.93909,-20.544061,0.7978616,8.5411497,30.249371,-0.51441647,-0.51441647,250.57748,1.0810919,92.074883,59.45697,5.7665887,-0.14373461,5.7683557,58830.46,-57756.669,-57756.669,-57756.669,3454037.7,0,0,0,0,30,90,1333.9686,31.246184,131.22362,-0.87329234,-0.31407313,-0.3724494,0.22702826,0.41406143,-0.88148245,0.43106688,-0.85434841,-0.2902932,646,6.4586033e+09,8.2955284,0.51441647,2.8756191,1,0,
20,110870.48,3465921.1,31.250265,131.09839,3095.4926,-3595344.3,4109539.8,3291252.1,-620.29929,-193.10466,151.73296,-6.773741,195.83032,-303.64459,-20.976966,0.7028959,8.744591,30.690062,-0.57092942,-0.57092942,251.43957,1.1531979,92.000939,59.00615,5.6575302,-0.16968946,5.6600415,64476.054,-63299.218,-63299.218,-63299.218,3465921.1,0,0,0,0,30,90,1522.3838,31.245854,131.24402,-0.87601068,-0.31510336,-0.3651235,0.21971691,0.41319569,-0.88373854,0.42933644,-0.8543882,-0.2927303,667,7.2395891e+09,8.238655,0.57092942,2.804894,1,0,
21,109466.21,3470921.1,31.250204,131.10053,3407.5885,-3595975.2,4109347,3291408.3,-641.50227,-192.53887,160.5437,-6.739496,211.36532,-320.5724,-21.430333,0.42737111,8.8774566,31.078177,-0.62951866,-0.62951866,252.28143,1.2274954,91.910563,58.21721,5.2043491,-0.18797143,5.2077054,70192.187,-68911.019,-68911.019,-68911.019,3470921.1,0,0,0,0,30,90,1726.0824,31.245557,131.26624,-0.88071591,-0.31635303,-0.35250566,0.20708816,0.41214316,-0.88727251,0.42597414,-0.85443477,-0.29746807,688,8.072442e+09,8.1839116,0.62951866,2.7296726,1,0,
22,108063.27,3483337.4,31.250143,131.10283,3736.7132,-3596627.5,4109154.7,3291573.3,-663.15703,-192.16541,169.53288,-6.6346662,227.36185,-337.72791,-21.881196,0.31893252,9.1020244,31.544377,-0.68986364,-0.68986364,253.1839,1.3041037,91.79554,57.76639,5.0839541,-0.19403697,5.0876169,75934.904,-74548.918,-74548.918,-74548.918,3483337.4,0,0,0,0,30,90,1945.5378,31.245305,131.29037,-0.88314555,-0.31793106,-0.34492577,0.19956036,0.41081053,-0.88961248,0.42453457,-0.85449081,-0.29935906,710,8.9583136e+09,8.1310242,0.68986364,2.6502126,1,0,
23,106664.33,3474429,31.250084,131.1053,4083.0922,-3597301.7,4108962.6,3291747.4,-685.23763,-192.05815,178.65643,-6.4594313,243.84887,-355.02643,-22.28033,-0.10596025,9.144875,31.822105,-0.75137936,-0.75137936,253.98638,1.3829638,91.721596,56.75205,4.4038976,-0.2269217,4.4096942,81635.411,-80145.378,-80145.378,-80145.378,3474429,0,0,0,0,30,90,2181.1993,31.245105,131.31648,-0.88890952,-0.31896225,-0.32879012,0.18338737,0.40993872,-0.89348717,0.41977248,-0.85452521,-0.30590479,733,9.895664e+09,8.0789145,0.75137936,2.5667252,1,0,
24,105272.07,3472837.4,31.250027,131.10795,4446.7955,-3597998.1,4108770.5,3291930.6,-707.69859,-192.23,187.874,-6.2278791,260.80044,-372.41345,-22.643192,-0.23831845,9.2906783,32.175768,-0.81339409,-0.81339409,254.84551,1.4639927,91.721596,56.30123,4.2911983,-0.30537134,4.3019692,87219.639,-85627.681,-85627.681,-85627.681,3472837.4,0,0,0,0,30,90,2433.5741,31.244954,131.34461,-0.89149027,-0.31901051,-0.32167901,0.17624567,0.40990008,-0.894941,0.41735184,-0.85452572,-0.30919772,757,1.0882365e+10,8.0274187,0.81339409,2.4795044,1,0,
25,103882.48,3485686.2,31.249972,131.11077,4828.0113,-3598717.2,4108578.1,3292123.2,-730.57842,-192.49512,197.27582,-5.9487765,278.12293,-390.07727,-23.118993,-0.29238927,9.51373,32.678387,-0.87574142,-0.87574142,255.78838,1.5475759,91.729812,55.96312,4.27195,-0.3877606,4.2893826,92665.551,-90974.192,-90974.192,-90974.192,3485686.2,0,0,0,0,30,90,2703.0566,31.244849,131.37483,-0.89341977,-0.31895079,-0.31634081,0.17088545,0.40995322,-0.89595565,0.41545069,-0.85452253,-0.31175626,780,1.192301e+10,7.9787074,0.87574142,2.3889864,1,0,
26,102495.56,3484234.6,31.24992,131.11378,5227.0679,-3599459.4,4108385.5,3292325.3,-753.84224,-192.74514,206.91292,-5.6090308,295.71842,-408.09474,-23.410371,-0.20741705,9.7611491,33.056137,-0.93786801,-0.93786801,256.66816,1.6338198,91.664084,55.96312,4.5602201,-0.42401846,4.5797255,97914.472,-96127.308,-96127.308,-96127.308,3484234.6,0,0,0,0,30,90,2989.9883,31.244804,131.40717,-0.89323634,-0.31987579,-0.31592456,0.17051068,0.40917024,-0.89638486,0.41599874,-0.85455204,-0.31094349,805,1.3018072e+10,7.9339507,0.93786801,2.2954885,1,0,
27,101114.65,3479199.1,31.249871,131.11698,5644.315,-3600225,4108192.7,3292537.1,-777.38966,-192.90971,216.7854,-5.2018357,313.46476,-426.45479,-23.686214,-0.12156933,9.9842916,33.409626,-0.99883108,-0.99883108,257.53896,1.7225709,91.647653,55.96312,4.8115478,-0.49099079,4.8363007,102874.14,-100996.45,-100996.45,-100996.45,3479199.1,0,0,0,0,30,90,3294.56,31.244834,131.44157,-0.89320713,-0.32014638,-0.31573298,0.17033035,0.40894283,-0.89652291,0.4161353,-0.85455957,-0.31074001,829,1.416368e+10,7.8937695,0.99883108,2.1992751,1,0,
28,99736.404,3495640.9,31.249826,131.12036,6080.1252,-3601014.3,4107999.7,3292758.9,-801.30433,-192.93854,226.93386,-4.7408583,331.39142,-445.25817,-24.145826,0.064603511,10.313702,33.990432,-1.0583642,-1.0583642,258.50552,1.8142547,91.655869,56.07582,5.139067,-0.57218958,5.1704848,107519.92,-105557.44,-105557.44,-105557.44,3495640.9,0,0,0,0,30,90,3616.9278,31.24493,131.4782,-0.8926329,-0.32009069,-0.31740898,0.17200867,0.40899296,-0.89617955,0.41667677,-0.85455644,-0.31002219,854,1.5364273e+10,7.8580688,1.0583642,2.100779,1,0,
29,98361.497,3486887.6,31.249786,131.12393,6534.9721,-3601827.7,4107806.8,3292991,-825.62149,-192.83586,237.28356,-4.3005308,349.52737,-464.48352,-24.490555,0.14082139,10.385339,34.333934,-1.1157871,-1.1157871,259.3647,1.9090166,92.091315,55.96312,5.2081309,-0.91622964,5.2872388,111790.93,-109750.49,-109750.49,-109750.49,3486887.6,0,0,0,0,30,90,3957.2917,31.245028,131.51714,-0.89462826,-0.3143493,-0.31752918,0.17187506,0.41386011,-0.89396799,0.41243088,-0.85434438,-0.31622214,880,1.6619789e+10,7.8260251,1.1157871,2.0003393,1,0,
30,96993.265,3485174,31.249749,131.12769,7009.199,-3602665.6,4107614.1,3293233.5,-850.30079,-192.67329,247.77096,-3.8935977,367.88912,-484.02932,-24.870502,0.18417885,10.589586,34.76201,-1.1701144,-1.1701144,260.25086,2.0067896,92.148826,55.85041,5.2623642,-1.0127369,5.3578565,115603.24,-113493.22,-113493.22,-113493.22,3485174,0,0,0,0,30,90,4315.8638,31.245111,131.55842,-0.89545185,-0.31363946,-0.31590549,0.17022565,0.41446307,-0.89400425,0.41132617,-0.85431297,-0.31774224,906,1.792639e+10,7.7965515,1.1701144,1.8983067,1,0,
31,95633.042,3468932,31.249716,131.13165,7503.1419,-3603528.4,4107421.5,3293486.6,-875.28297,-192.41301,258.43804,-3.4788104,386.40689,-503.90853,-25.095514,0.33640413,10.744232,35.052874,-1.2204889,-1.2204889,261.07965,2.1076248,92.313146,55.96312,5.5184442,-1.1739204,5.640421,118889.06,-116719.06,-116719.06,-116719.06,3468932,0,0,0,0,30,90,4692.8527,31.245217,131.60204,-0.89535504,-0.31150556,-0.31828232,0.17252386,0.41626456,-0.89272579,0.4105787,-0.85421783,-0.31896243,932,1.928183e+10,7.7699959,1.2204889,1.7951011,1,0,
32,94279.493,3473982.1,31.249686,131.1358,8017.1213,-3604416.3,4107229.3,3293750.5,-900.66314,-192.12929,269.23933,-3.0987789,405.20083,-524.10369,-25.668245,0.23016338,10.857494,35.581242,-1.2664545,-1.2664545,261.97597,2.2119038,92.56784,55.51229,5.1982697,-1.3853388,5.3777503,121620.54,-119400.69,-119400.69,-119400.69,3473982.1,0,0,0,0,30,90,5088.4204,31.245298,131.64819,-0.89863582,-0.30816291,-0.31223275,0.1664151,0.41907459,-0.89257073,0.405906,-0.85405627,-0.32531247,959,2.0688786e+10,7.7451092,1.2664545,1.6912151,1,0,
33,92931.284,3464412.4,31.249659,131.14014,8551.4676,-3605329.9,4107037.3,3294025.1,-926.51519,-191.79111,280.1305,-2.8289612,424.30563,-544.65372,-26.038076,0.44657117,10.924222,35.971765,-1.3075262,-1.3075262,262.81096,2.3199975,93.134742,55.625,5.4245145,-1.7870051,5.707956,123769.16,-121510.08,-121510.08,-121510.08,3464412.4,0,0,0,0,30,90,5502.9253,31.245263,131.69704,-0.89974567,-0.30063006,-0.3163531,0.17039565,0.42535584,-0.88884067,0.40177487,-0.85363574,-0.33148602,986,2.2149751e+10,7.7217093,1.3075262,1.5871467,1,0,
34,91592.418,3447354.5,31.249635,131.14469,9106.5428,-3606269.5,4106845.7,3294310.7,-952.7115,-191.28416,291.08306,-2.6947694,443.54962,-565.54562,-26.35663,0.56727301,10.979913,36.29547,-1.3425206,-1.3425206,263.61114,2.4317345,93.537324,55.625,5.5216696,-2.0706018,5.892657,125250.82,-122964.71,-122964.71,-122964.71,3447354.5,0,0,0,0,30,90,5936.5587,31.245066,131.74842,-0.9009539,-0.29528386,-0.31794575,0.17195487,0.42977871,-0.88640949,0.39838874,-0.85328641,-0.33643531,1014,2.3657652e+10,7.7007392,1.3425206,1.4833047,1,0,
35,90266.902,3415591.6,31.249611,131.14944,9682.6356,-3607235.4,4106654.7,3294607.3,-979.14567,-190.68771,302.09483,-2.6309008,462.90476,-586.66755,-26.513021,0.6250455,11.04221,36.468433,-1.3703713,-1.3703713,264.35781,2.5470027,93.676995,55.625,5.6127499,-2.1783021,6.0156106,125998.94,-123699.17,-123699.17,-123699.17,3415591.6,0,0,0,0,30,90,6389.452,31.244765,131.80227,-0.90138601,-0.29347023,-0.31839987,0.17240712,0.43127822,-0.88559295,0.3972141,-0.85315551,-0.3381518,1042,2.5205523e+10,7.6815852,1.3703713,1.3801337,1,0,
36,88956.067,3390604.7,31.249587,131.1544,10279.924,-3608227.9,4106464.3,3294914.9,-1005.8123,-190.1254,313.15027,-2.6007412,482.44832,-607.92924,-26.821783,0.49894367,11.067129,36.725046,-1.3904501,-1.3904501,265.1099,2.6659829,93.783803,55.28688,5.3636527,-2.2603737,5.815381,125988.55,-123688.97,-123688.97,-123688.97,3390604.7,0,0,0,0,30,90,6861.7241,31.244396,131.85865,-0.90358687,-0.29209981,-0.3133823,0.16749255,0.43241176,-0.88598325,0.39430573,-0.85305203,-0.34179705,1070,2.6790948e+10,7.6631587,1.3904501,1.2781517,1,0,
37,87658.582,3365181.2,31.249564,131.15956,10898.512,-3609247.1,4106274.4,3295233.6,-1032.8125,-189.80714,324.23309,-2.5712296,502.39446,-629.24479,-27.179555,0.13583574,11.097011,36.987051,-1.402587,-1.402587,265.84307,2.789189,93.603052,54.61066,4.7974112,-2.1553766,5.2552404,125234.61,-122948.79,-122948.79,-122948.79,3365181.2,0,0,0,0,30,90,7353.6687,31.243993,131.91786,-0.90671215,-0.29460423,-0.30179699,0.15608867,0.4303647,-0.88905711,0.39180276,-0.85322598,-0.34423252,1099,2.8416976e+10,7.6437193,1.402587,1.1779196,1,0,
38,86371.777,3353570.6,31.249541,131.16493,11538.447,-3610293.6,4106084.6,3295563.4,-1060.2376,-189.78359,335.39166,-2.5128396,522.84507,-650.6588,-27.677706,-0.091528055,11.216452,37.442144,-1.3850132,-1.3850132,266.57992,2.8936069,93.414085,54.15984,4.4708373,-2.047641,4.9139903,121850.1,-119626.05,-119626.05,-119626.05,3353570.6,0,0,0,0,30,90,7865.7472,31.24359,131.98017,-0.90851212,-0.29721707,-0.29371372,0.14810818,0.42822028,-0.89145463,0.39072971,-0.85339874,-0.34502303,1128,3.0088911e+10,7.6229959,1.3850132,1.0807284,1,0,
39,85094.315,3334121.6,31.249519,131.17052,12199.866,-3611367.8,4105894.7,3295904.4,-1088.1739,-190.09266,346.59771,-2.4648073,543.88957,-672.18142,-28.19518,-0.52897106,11.193967,37.824252,-1.357233,-1.357233,267.25871,2.9953802,93.307277,53.3709,3.82053,-1.9915591,4.3057296,117640.01,-115492.81,-115492.81,-115492.81,3334121.6,0,0,0,0,30,90,8398.4912,31.243131,132.04583,-0.91216197,-0.29872462,-0.28057822,0.13518857,0.42698289,-0.89409712,0.38689092,-0.85349236,-0.3490934,1157,3.1810374e+10,7.6006728,1.357233,0.98830778,1,0,
40,83824.862,3328361.4,31.249496,131.17633,12882.862,-3612470.2,4105704.4,3296256.6,-1116.6665,-190.69489,357.84511,-2.4635644,565.53549,-693.86088,-28.792127,-0.67673447,11.300098,38.382038,-1.3240981,-1.3240981,267.9215,3.0989004,93.290845,53.03279,3.6320364,-1.9924072,4.1400675,113055.87,-110992.34,-110992.34,-110992.34,3328361.4,0,0,0,0,30,90,8952.5152,31.242556,132.11501,-0.91377299,-0.29901945,-0.27496596,0.12967724,0.42674785,-0.89502519,0.38497108,-0.85350667,-0.35117464,1188,3.3583567e+10,7.5770838,1.3240981,0.90083793,1,0,
