time(s),mass(kg),thrust(N),lat(deg),lon(deg),altitude(m),pos_ECI_X(m),pos_ECI_Y(m),pos_ECI_Z(m),vel_ECI_X(m/s),vel_ECI_Y(m/s),vel_ECI_Z(m/s),vel_NED_X(m/s),vel_NED_Y(m/s),vel_NED_Z(m/s),acc_ECI_X(m/s2),acc_ECI_Y(m/s2),acc_ECI_Z(m/s2),acc_Body_X(m/s),acc_Body_Y(m/s),acc_Body_Z(m/s),Isp(s),Mach number,attitude_azimth(deg),attitude_elevation(deg),attack of angle alpha(deg),attack of angle beta(deg),all attack of angle gamma(deg),dynamic pressure(Pa),airforce_Body_X[N],airforce_Body_Y[N],airforce_Body_Z[N],thrust_Body_X[N],thrust_Body_Y[N],thrust_Body_Z[N],gimbal_angle_pitch(deg),gimbal_angle_yaw(deg),wind speed(m/s),wind direction(deg),downrange(m),IIP_lat(deg),IIP_lon(deg),dcmBODY2ECI_11,dcmBODY2ECI_12,dcmBODY2ECI_13,dcmBODY2ECI_21,dcmBODY2ECI_22,dcmBODY2ECI_23,dcmBODY2ECI_31,dcmBODY2ECI_32,dcmBODY2ECI_33,inertial velocity(m/s),kinematic_energy_NED(J),loss_gravity(m/s2),loss_aerodynamics(m/s2),loss_thrust(m/s2),is_powered(1=powered 0=free),is_separated(1=already 0=still)
85,47643.123,1295133.9,31.245302,131.59879,52107.666,-3678590.6,4092101.6,3316204.3,-1662.2254,-471.08773,432.36237,-25.037532,1149.8583,-874.8131,-20.317509,-10.851975,1.9428298,27.167231,-0.016836895,-0.016836895,286.95013,4.4800033,93.110094,34.43647,-2.1276563,-1.522822,2.6156545,817.07578,-802.16227,-802.16227,-802.16227,1295133.9,0,0,0,0,30,90,49231.507,31.165647,134.31765,-0.95118402,-0.30591102,0.040834012,-0.17375346,0.42145346,-0.89004872,0.25506607,-0.85369516,-0.45403289,1780,4.9741779e+10,5.8457408,0.016836895,0.0047246319,1,0,
86,47181.38,1303596.9,31.245072,131.61088,52985.548,-3680263,4091625.1,3316637.6,-1682.7473,-482.05689,434.33342,-26.465602,1172.18,-880.97283,-20.727763,-11.087483,1.999385,27.613691,-0.015786907,-0.015786907,286.95573,4.5670394,93.060798,34.09836,-2.1429354,-1.4526651,2.5881414,758.69597,-744.84803,-744.84803,-744.84803,1303596.9,0,0,0,0,30,90,50384.22,31.160538,134.40311,-0.95065805,-0.30668318,0.04684771,-0.17957191,0.42080736,-0.88919913,0.25298855,-0.85373684,-0.45511559,1803,5.0739319e+10,5.7988469,0.015786907,0.0042627529,1,0,
87,46718.388,1302211.6,31.244829,131.6232,53869.643,-3681956.2,4091137.5,3317073,-1703.588,-493.21729,436.33886,-27.910849,1194.8597,-887.22758,-20.954105,-11.233748,2.0115261,27.858862,-0.014780418,-0.014780418,286.96047,4.6563458,93.060798,33.87295,-2.0504706,-1.4226112,2.4949548,703.35515,-690.5173,-690.5173,-690.5173,1302211.6,0,0,0,0,30,90,51559.143,31.155251,134.49062,-0.95041434,-0.30680192,0.050844508,-0.18334165,0.42071634,-0.88847262,0.25119399,-0.85373904,-0.45610441,1826,5.1755598e+10,5.7523712,0.014780418,0.0038393607,1,0,
88,46259.395,1281134.3,31.244573,131.63575,54759.976,-3683670.2,4090638.6,3317510.3,-1724.453,-504.50996,438.29085,-29.369301,1217.6389,-893.4015,-20.774624,-11.350969,1.8922766,27.680767,-0.013809674,-0.013809674,286.96424,4.7470079,93.060798,33.53484,-2.0752188,-1.3931594,2.4988066,650.70402,-638.82718,-638.82718,-638.82718,1281134.3,0,0,0,0,30,90,52756.507,31.14982,134.57922,-0.95004338,-0.30692223,0.056712648,-0.18885808,0.42062388,-0.88736023,0.24849588,-0.85374135,-0.45757567,1849,5.2774414e+10,5.7063868,0.013809674,0.0034514865,1,0,
89,45805.148,1275526.1,31.244303,131.64854,55656.364,-3685405.1,4090128.4,3317949.5,-1745.2881,-516.06879,440.09619,-30.850361,1240.567,-899.3304,-20.894618,-11.767196,1.7177809,27.833911,-0.012874925,-0.012874925,286.96809,4.8388907,93.093662,32.6332,-2.6623239,-1.3913921,3.0030609,600.70205,-589.73786,-589.73786,-589.73786,1275526.1,0,0,0,0,30,90,53976.367,31.144237,134.66865,-0.94912218,-0.30660791,0.071823897,-0.20287515,0.42090151,-0.88412872,0.24085007,-0.85371746,-0.46169009,1872,5.37925e+10,5.6600555,0.012874925,0.0030968184,1,0,
90,45354.899,1258664.2,31.244021,131.66157,56558.593,-3687160.8,4089606.4,3318390.4,-1766.1445,-527.79776,441.80111,-32.369566,1263.6179,-905.12904,-20.817334,-11.69064,1.6918533,27.739472,-0.011978464,-0.011978464,286.97132,4.9321739,93.175822,32.7459,-2.2381486,-1.4288329,2.6545665,553.38254,-543.28203,-543.28203,-543.28203,1258664.2,0,0,0,0,30,90,55218.927,31.138459,134.75909,-0.94957125,-0.30564084,0.069986526,-0.2009118,0.42173484,-0.88417994,0.24072574,-0.85365297,-0.46187413,1895,5.4812225e+10,5.6139314,0.011978464,0.0027732373,1,0,
91,44909.148,1250240.7,31.243724,131.67484,57466.626,-3688937.3,4089072.8,3318833.1,-1787.0022,-539.52259,443.48828,-33.916575,1286.6599,-910.93976,-20.897982,-11.759053,1.6824463,27.828212,-0.011120387,-0.011120387,286.97445,5.026814,93.192253,32.6332,-2.0476185,-1.4127122,2.4869865,508.6919,-499.40711,-499.40711,-499.40711,1250240.7,0,0,0,0,30,90,56484.179,31.132498,134.85053,-0.94944466,-0.30554813,0.072077602,-0.20283688,0.42182416,-0.88369767,0.2396081,-0.85364203,-0.46247512,1918,5.5832295e+10,5.56897,0.011120387,0.0024785456,1,0,
92,44467.894,1233375.7,31.243414,131.68835,58380.4,-3690734.8,4088527.3,3319277.4,-1807.8353,-551.48652,445.03613,-35.492824,1309.8367,-916.53057,-20.76584,-12.167703,1.412945,27.726018,-0.010301035,-0.010301035,286.97713,5.1228047,93.241549,31.61885,-2.7583991,-1.4247647,3.1036198,466.58151,-458.06533,-458.06533,-458.06533,1233375.7,0,0,0,0,30,90,57772.192,31.126365,134.94278,-0.94817698,-0.30502079,0.089009707,-0.21843151,0.42228342,-0.87975246,0.23075546,-0.85360356,-0.46702557,1941,5.6851319e+10,5.5237891,0.010301035,0.0022106903,1,0,
93,44031.137,1224948.4,31.24309,131.70209,59299.629,-3692553,4087969.7,3319723.1,-1828.6405,-563.64482,446.47755,-37.086537,1333.1161,-921.94546,-20.844579,-12.148863,1.4699285,27.810527,-0.0095210154,-0.0095210154,286.9797,5.2201796,93.208686,31.73156,-2.3421415,-1.3681622,2.7117021,427.01515,-419.22114,-419.22114,-419.22114,1224948.4,0,0,0,0,30,90,59083.093,31.120083,135.03585,-0.94813432,-0.30558582,0.087513548,-0.21720203,0.42181295,-0.88028241,0.23208748,-0.85363408,-0.46630919,1964,5.7869187e+10,5.4786616,0.0095210154,0.0019677731,1,0,
94,43598.379,1210894.8,31.242751,131.71608,60224.291,-3694392.1,4087400,3320170.3,-1849.4621,-575.83379,447.90539,-38.696897,1356.4211,-927.36211,-20.797918,-12.228819,1.3856547,27.765068,-0.0087808263,-0.0087808263,286.98194,5.3190964,93.274413,31.50615,-2.2730016,-1.3939767,2.6656395,389.94723,-382.8298,-382.8298,-382.8298,1210894.8,0,0,0,0,30,90,60416.931,31.113637,135.12994,-0.94801218,-0.3048439,0.091340585,-0.22055012,0.42245534,-0.87914113,0.22941349,-0.85358168,-0.46772617,1988,5.8887812e+10,5.4345044,0.0087808263,0.001747923,1,0,
95,43170.118,1199652.1,31.242398,131.7303,61154.317,-3696251.9,4086818,3320618.9,-1870.2621,-588.13473,449.24605,-40.342504,1379.7781,-932.66932,-20.801518,-12.372927,1.2955332,27.780867,-0.008079733,-0.008079733,286.984,5.4194701,93.323709,31.16803,-2.3200704,-1.4062061,2.7121622,355.28784,-348.80303,-348.80303,-348.80303,1199652.1,0,0,0,0,30,90,61773.729,31.106996,135.22487,-0.9476093,-0.30432179,0.097081721,-0.22572649,0.42291062,-0.87760707,0.22601806,-0.85354254,-0.46944752,2011,5.9904738e+10,5.3907761,0.008079733,0.0015493374,1,0,
96,42745.605,1189814.4,31.242031,131.74477,62089.617,-3698132.6,4086223.7,3321068.8,-1891.0872,-600.51196,450.53985,-42.01906,1403.1978,-937.93774,-20.848488,-12.381508,1.2920176,27.82736,-0.0074179938,-0.0074179938,286.98587,5.5214982,93.364789,31.16803,-2.0342745,-1.4112978,2.4752151,322.98179,-317.08663,-317.08663,-317.08663,1189814.4,0,0,0,0,30,90,63153.549,31.100157,135.3208,-0.94772338,-0.30391047,0.097256458,-0.22577424,0.4232717,-0.87742068,0.22549143,-0.8535101,-0.46975964,2034,6.0922249e+10,5.3477132,0.0074179938,0.0013703618,1,0,
97,42324.34,1181383.8,31.241648,131.75948,63030.169,-3700034.1,4085616.9,3321520,-1911.9601,-613.0223,451.77067,-43.726583,1426.735,-943.13631,-20.896725,-12.639304,1.1693425,27.905839,-0.006795235,-0.006795235,286.98757,5.6253236,93.397653,30.60451,-2.3152323,-1.4101151,2.7100555,292.95086,-287.60383,-287.60383,-287.60383,1181383.8,0,0,0,0,30,90,64556.455,31.093119,135.41781,-0.94679468,-0.30360997,0.10677461,-0.23449483,0.42353862,-0.87500126,0.22043594,-0.85348464,-0.47219908,2058,6.1941477e+10,5.3050341,0.006795235,0.001209406,1,0,
98,41906.823,1168731.4,31.24125,131.77443,63975.837,-3701956.5,4084997.6,3321972.3,-1932.8344,-625.73579,452.90339,-45.452254,1450.4024,-948.17622,-20.851053,-12.787538,1.0959238,27.882598,-0.0062103189,-0.0062103189,286.98904,5.7308747,93.373005,30.26639,-2.3706543,-1.360783,2.7326746,265.0933,-260.25474,-260.25474,-260.25474,1168731.4,0,0,0,0,30,90,65982.589,31.08592,135.5157,-0.94595612,-0.30407444,0.11271982,-0.24012642,0.42315422,-0.87365886,0.21795946,-0.85350995,-0.47330163,2081,6.2960204e+10,5.2623552,0.0062103189,0.0010649635,1,0,
99,41493.054,1160299.2,31.240836,131.78963,64926.515,-3703899.8,4084365.5,3322425.8,-1953.724,-638.50966,454.01795,-47.187687,1474.1145,-953.19779,-20.928081,-12.760179,1.133192,27.958035,-0.0056624106,-0.0056624106,286.9904,5.8382164,93.389437,30.3791,-1.9817003,-1.3460963,2.3950414,239.31883,-234.95071,-234.95071,-234.95071,1160299.2,0,0,0,0,30,90,67432.021,31.078563,135.61459,-0.94617166,-0.3039954,0.11111252,-0.2386214,0.42323263,-0.87403316,0.21867562,-0.85349923,-0.47299053,2104,6.3978683e+10,5.2204342,0.0056624106,0.0009356289,1,0,
100,41083.033,1147645.3,31.240407,131.80507,65882.21,-3705864,4083720.5,3322880.3,-1974.6251,-651.38487,455.07452,-48.950038,1497.8959,-958.1525,-20.873079,-12.989923,0.97974207,27.929626,-0.0051504044,-0.0051504044,286.99157,5.9473884,93.438732,29.81557,-2.2733725,-1.359901,2.6483344,215.52811,-211.59423,-211.59423,-211.59423,1147645.3,0,0,0,0,30,90,68904.793,31.071014,135.71442,-0.94517623,-0.30348214,0.1205839,-0.24721255,0.42368126,-0.8714242,0.21337254,-0.8534593,-0.47547806,2128,6.4996323e+10,5.1790026,0.0051504044,0.00082007086,1,0,
101,40676.259,1142024.8,31.239962,131.82076,66842.755,-3707849,4083062.6,3323335.9,-1995.5439,-664.51881,456.0116,-50.733856,1521.8571,-962.91282,-20.964239,-13.2783,0.89422149,28.071282,-0.004673455,-0.004673455,286.99267,6.0585315,93.397653,29.25205,-2.5625512,-1.2974214,2.8714956,193.63291,-190.09867,-190.09867,-190.09867,1142024.8,0,0,0,0,30,90,70401.016,31.063295,135.81513,-0.94366682,-0.3041693,0.13028421,-0.25636202,0.42310638,-0.86905667,0.20921628,-0.85349987,-0.47724891,2152,6.6013987e+10,5.137296,0.004673455,0.0007170773,1,0,
102,40270.985,1139215.8,31.239501,131.83669,67808.03,-3709855.1,4082391.4,3323792.3,-2016.6081,-677.82575,456.92549,-52.534519,1546.0348,-967.65679,-21.164673,-13.33577,0.93366398,28.284518,-0.0042310928,-0.0042310928,286.99365,6.1721273,93.414085,29.25205,-2.2917485,-1.2836704,2.6261016,173.55811,-170.39028,-170.39028,-170.39028,1139215.8,0,0,0,0,30,90,71920.896,31.055383,135.91728,-0.94365402,-0.30409537,0.13054921,-0.25658614,0.4231805,-0.86895444,0.20899914,-0.85348947,-0.47736264,2175,6.7037966e+10,5.095913,0.0042310928,0.00062552612,1,0,
103,39867.21,1133593.3,31.239024,131.85287,68778.088,-3711882.3,4081706.9,3324249.7,-2037.8304,-691.23468,457.85423,-54.351533,1570.3909,-972.45696,-21.280154,-13.482281,0.92380733,28.430405,-0.0038217002,-0.0038217002,286.99451,6.2882695,93.381221,29.02664,-2.2511141,-1.2284143,2.5638669,155.19316,-152.36052,-152.36052,-152.36052,1133593.3,0,0,0,0,30,90,73464.617,31.047268,136.02098,-0.94288912,-0.30467642,0.13465651,-0.2605487,0.42269497,-0.86801114,0.2075439,-0.85352284,-0.47793754,2200,6.806836e+10,5.0552175,0.0038217002,0.00054432335,1,0,
104,39463.934,1136409.4,31.238531,131.86931,69752.974,-3713930.8,4081008.9,3324708.1,-2059.2798,-704.76624,458.81445,-56.187066,1594.9898,-977.34902,-21.61972,-13.581255,0.99688479,28.792705,-0.0034440001,-0.0034440001,286.99529,6.4072852,93.389437,29.02664,-1.9906721,-1.2084231,2.3282426,138.44065,-135.91379,-135.91379,-135.91379,1136409.4,0,0,0,0,30,90,75032.37,31.038929,136.12651,-0.94283474,-0.30471471,0.13495034,-0.26083359,0.422673,-0.86793627,0.20743308,-0.85352005,-0.47799062,2224,6.9108465e+10,5.0151858,0.0034440001,0.00047247376,1,0,
105,39059.41,1140631,31.238022,131.886,70732.82,-3716001,4080297.3,3325167.4,-2081.0726,-718.5034,459.80069,-58.055005,1619.9734,-982.34532,-21.966866,-13.894359,0.97539032,29.199367,-0.0030967793,-0.0030967793,286.99598,6.5297011,93.381221,28.57582,-2.1840757,-1.1748053,2.479452,123.20719,-120.95837,-120.95837,-120.95837,1140631,0,0,0,0,30,90,76624.455,31.030313,136.23432,-0.94160902,-0.30497231,0.14270372,-0.26804947,0.42246324,-0.86583734,0.20376934,-0.8535319,-0.47954286,2249,7.0164111e+10,4.9755403,0.0030967793,0.00040905933,1,0,
106,38652.887,1147665.3,31.237495,131.90295,71717.701,-3718093.1,4079571.8,3325627.7,-2103.2631,-732.49144,460.81235,-59.957924,1645.4121,-987.44899,-22.415905,-14.082652,1.0481531,29.68881,-0.0027712495,-0.0027712495,286.99659,6.6468668,93.381221,28.46312,-2.0417221,-1.1481158,2.3419157,109.10827,-107.11679,-107.11679,-107.11679,1147665.3,0,0,0,0,30,90,78241.295,31.021398,136.34462,-0.94122822,-0.30512278,0.1448776,-0.27009774,0.42234496,-0.86525831,0.2028217,-0.85353665,-0.47993597,2274,7.1237877e+10,4.9361482,0.0027712495,0.00035326802,1,0,
107,38243.615,1156106.4,31.236952,131.92016,72707.755,-3720207.7,4078832.2,3326089,-2125.909,-746.77607,461.84117,-61.906053,1671.3789,-992.66099,-22.877262,-14.488591,1.0089983,30.227576,-0.0024732142,-0.0024732142,286.99711,6.7640433,93.397653,27.89959,-2.3516796,-1.1359153,2.6110927,96.343133,-94.58465,-94.58465,-94.58465,1156106.4,0,0,0,0,30,90,79883.356,31.012146,136.45767,-0.93973232,-0.30505754,0.15441199,-0.27883715,0.42241147,-0.86244907,0.19787119,-0.85352707,-0.48201508,2300,7.2332362e+10,4.8968722,0.0024732142,0.00030444694,1,0,
108,37831.595,1163141.1,31.236391,131.93764,73703.033,-3722345.1,4078078.2,3326551.3,-2149.006,-761.44416,462.84514,-63.901151,1697.9291,-997.90323,-23.318366,-14.849387,0.9986778,30.743027,-0.0022032785,-0.0022032785,286.99756,6.8845743,93.389437,27.44877,-2.5474203,-1.1023508,2.7751267,84.90322,-83.353541,-83.353541,-83.353541,1163141.1,0,0,0,0,30,90,81551.197,31.002552,136.57341,-0.93834268,-0.30532026,0.16214979,-0.28602155,0.42219669,-0.8601986,0.19417696,-0.85353939,-0.48349335,2326,7.3447347e+10,4.857338,0.0022032785,0.00026180496,1,0,
109,37415.827,1177206.6,31.235812,131.9554,74703.627,-3724505.9,4077309.3,3327014.7,-2172.6613,-776.39434,463.9036,-65.952273,1725.0731,-1003.3437,-23.995243,-15.051958,1.1187242,31.460839,-0.0019593835,-0.0019593835,286.99795,7.008861,93.438732,27.44877,-2.2958636,-1.1180972,2.5531269,74.674941,-73.311952,-73.311952,-73.311952,1177206.6,0,0,0,0,30,90,83245.384,30.992551,136.69242,-0.93846741,-0.30482404,0.16236138,-0.28605686,0.42263302,-0.85997256,0.19352103,-0.85350081,-0.48382433,2353,7.4587058e+10,4.8181635,0.0019593835,0.00022464005,1,0,
110,36996.061,1185646.9,31.235215,131.97344,75709.818,-3726690.6,4076525.3,3327479.2,-2196.9227,-791.56038,465.06414,-68.06153,1752.8013,-1009.0776,-24.530121,-15.281303,1.2026932,32.046183,-0.0017393411,-0.0017393411,286.99828,7.1371257,93.438732,27.33607,-2.1620695,-1.0908968,2.4212275,65.545118,-64.348769,-64.348769,-64.348769,1185646.9,0,0,0,0,30,90,84966.504,30.982103,136.81502,-0.93803594,-0.3049819,0.16454367,-0.28811015,0.42250822,-0.85934821,0.19256459,-0.85350621,-0.48419628,2381,7.5752811e+10,4.7797301,0.0017393411,0.00019230949,1,0,
111,36572.797,1196900,31.234599,131.99177,76721.858,-3728899.9,4075726,3327944.9,-2221.757,-806.9979,466.30153,-70.218181,1781.126,-1015.0387,-25.141077,-15.595494,1.2722501,32.724969,-0.0015410032,-0.0015410032,286.99856,7.2693806,93.438732,27.11065,-2.1448118,-1.0638289,2.3937078,57.4066,-56.358798,-56.358798,-56.358798,1196900,0,0,0,0,30,90,86715.117,30.971231,136.9411,-0.93726813,-0.30514164,0.16857354,-0.29185553,0.42238162,-0.85814574,0.19065364,-0.85351177,-0.48494211,2409,7.6942657e+10,4.74179,0.0015410032,0.00016423714,1,0,
112,36145.536,1208152.9,31.233964,132.01039,77739.989,-3731134.3,4074911.2,3328411.8,-2247.2209,-822.69968,467.64252,-72.422707,1810.0838,-1021.2794,-25.789804,-15.809535,1.4102986,33.423316,-0.0013625695,-0.0013625695,286.9988,7.4059226,93.430516,27.11065,-1.9067213,-1.0295181,2.1665479,50.166458,-49.250805,-49.250805,-49.250805,1208152.9,0,0,0,0,30,90,88491.835,30.959903,137.07102,-0.93711437,-0.30541188,0.16893859,-0.2922808,0.4221598,-0.85811015,0.19075795,-0.85352486,-0.48487805,2438,7.8158581e+10,4.7044708,0.0013625695,0.00013991458,1,0,
113,35713.774,1222217.8,31.233308,132.02931,78764.508,-3733394.6,4074080.5,3328880.2,-2273.3587,-838.72248,469.09341,-74.664325,1839.7453,-1027.7941,-26.488883,-16.23767,1.4919766,34.221385,-0.0012023395,-0.0012023395,286.999,7.5470624,93.373005,26.77254,-2.0100207,-0.95264578,2.224012,43.738407,-42.940081,-42.940081,-42.940081,1222217.8,0,0,0,0,30,90,90297.293,30.948122,137.20502,-0.93570843,-0.30633507,0.174953,-0.29809323,0.42137525,-0.85649479,0.18865353,-0.85358171,-0.48560078,2468,7.9402406e+10,4.6676309,0.0012023395,0.00011888687,1,0,
114,35277.518,1233470.4,31.232633,132.04854,79795.661,-3735681.3,4073233.6,3329350,-2300.1868,-855.1012,470.63344,-76.953926,1870.1455,-1034.5608,-27.170562,-16.521396,1.5884583,34.963716,-0.0010586823,-0.0010586823,286.99917,7.6929847,93.397653,26.65984,-1.8914094,-0.94788567,2.1153279,38.04204,-37.347685,-37.347685,-37.347685,1233470.4,0,0,0,0,30,90,92132.219,30.935843,137.34321,-0.93535921,-0.30617501,0.17708761,-0.29999586,0.42152319,-0.85575737,0.18736499,-0.85356609,-0.48612683,2498,8.0674078e+10,4.6311478,0.0010586823,0.0001007485,1,0,
