time(s),mass(kg),thrust(N),lat(deg),lon(deg),altitude(m),pos_ECI_X(m),pos_ECI_Y(m),pos_ECI_Z(m),vel_ECI_X(m/s),vel_ECI_Y(m/s),vel_ECI_Z(m/s),vel_NED_X(m/s),vel_NED_Y(m/s),vel_NED_Z(m/s),acc_ECI_X(m/s2),acc_ECI_Y(m/s2),acc_ECI_Z(m/s2),acc_Body_X(m/s),acc_Body_Y(m/s),acc_Body_Z(m/s),Isp(s),Mach number,attitude_azimth(deg),attitude_elevation(deg),attack of angle alpha(deg),attack of angle beta(deg),all attack of angle gamma(deg),dynamic pressure(Pa),airforce_Body_X[N],airforce_Body_Y[N],airforce_Body_Z[N],thrust_Body_X[N],thrust_Body_Y[N],thrust_Body_Z[N],gimbal_angle_pitch(deg),gimbal_angle_yaw(deg),wind speed(m/s),wind direction(deg),downrange(m),IIP_lat(deg),IIP_lon(deg),dcmBODY2ECI_11,dcmBODY2ECI_12,dcmBODY2ECI_13,dcmBODY2ECI_21,dcmBODY2ECI_22,dcmBODY2ECI_23,dcmBODY2ECI_31,dcmBODY2ECI_32,dcmBODY2ECI_33,inertial velocity(m/s),kinematic_energy_NED(J),loss_gravity(m/s2),loss_aerodynamics(m/s2),loss_thrust(m/s2),is_powered(1=powered 0=free),is_separated(1=already 0=still)
495,3803.5947,0,28.520055,152.32375,195912.85,-5212753.4,2498438.9,3120811.7,-3697.42,-6309.5452,-1656.8426,-1745.6828,6866.3156,257.60634,7.3197712,-3.5083189,-4.4109065,-2.6860907e-09,-9.5317966e-11,-3.0743655e-10,0,25.970491,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,2.705307e-07,-2.705307e-09,0,0,8226.037,0,0,0,0,30,90,2072375.1,25.280123,164.14027,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7498,9.5584446e+10,-0.33568361,7.1125008e-13,0,0,0,
496,3803.5947,0,28.504755,152.3918,195654.89,-5216447.1,2492127.6,3119152.7,-3690.0972,-6313.0493,-1661.2525,-1750.1369,6865.5052,258.30558,7.325727,-3.4998239,-4.4090256,-2.8156012e-09,-1.0000257e-10,-3.2578856e-10,0,25.97171,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,2.8361502e-07,-2.8361502e-09,0,0,8226.037,0,0,0,0,30,90,2079253.8,25.262364,164.19247,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7498,9.5593581e+10,-0.3366006,7.4564996e-13,0,0,0,
497,3803.5947,0,28.489416,152.45984,195396.24,-5220133.6,2485812.8,3117489.2,-3682.7685,-6316.5449,-1665.6606,-1754.5879,6864.6935,259.00441,7.3316817,-3.4913261,-4.4071428,-2.9517286e-09,-1.0492922e-10,-3.4524032e-10,0,25.972932,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,2.9737022e-07,-2.9737022e-09,0,0,8226.037,0,0,0,0,30,90,2086133,25.24459,164.24462,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7499,9.5602742e+10,-0.33751735,7.8181365e-13,0,0,0,
498,3803.5947,0,28.474037,152.52786,195136.89,-5223812.7,2479494.5,3115821.4,-3675.4339,-6320.0319,-1670.0668,-1759.0356,6863.8806,259.70282,7.3376355,-3.4828254,-4.4052583,-3.0948298e-09,-1.1011375e-10,-3.6585734e-10,0,25.974157,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,3.1183243e-07,-3.1183243e-09,0,0,8226.037,0,0,0,0,30,90,2093012.8,25.226801,164.29675,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7499,9.5611928e+10,-0.33843391,8.1983613e-13,0,0,0,
499,3803.5947,0,28.458619,152.59586,194876.83,-5227484.4,2473172.8,3114149.1,-3668.0932,-6323.5105,-1674.4711,-1763.4802,6863.0665,260.40082,7.3435886,-3.4743219,-4.4033722,-3.2452774e-09,-1.1556819e-10,-3.8771428e-10,0,25.975385,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,3.270398e-07,-3.270398e-09,0,0,8226.037,0,0,0,0,30,90,2099893.2,25.208998,164.34884,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7499,9.5621139e+10,-0.33935027,8.5981769e-13,0,0,0,
500,3803.5947,0,28.443161,152.66385,194616.08,-5231148.8,2466847.5,3112472.4,-3660.7467,-6326.9806,-1678.8736,-1767.9216,6862.2511,261.09843,7.3495411,-3.4658156,-4.4014844,-3.4034685e-09,-1.2130899e-10,-4.1088517e-10,0,25.976617,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,3.4303262e-07,-3.4303262e-09,0,0,8226.037,0,0,0,0,30,90,2106774.2,25.191181,164.40089,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7500,9.5630376e+10,-0.34026647,9.0186428e-13,0,0,0,
501,3803.5947,0,28.427663,152.73183,194354.64,-5234805.9,2460518.8,3110791.3,-3653.3942,-6330.4421,-1683.2741,-1772.3598,6861.4345,261.79564,7.3554931,-3.4573066,-4.3995952,-3.5698207e-09,-1.273503e-10,-4.3544911e-10,0,25.977852,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,3.5985346e-07,-3.5985346e-09,0,0,8226.037,0,0,0,0,30,90,2113655.7,25.173349,164.45291,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7500,9.5639638e+10,-0.3411825,9.4608783e-13,0,0,0,
502,3803.5947,0,28.412126,152.79978,194092.49,-5238455.6,2454186.6,3109105.9,-3646.0357,-6333.8952,-1687.6728,-1776.7948,6860.6167,262.49247,7.3614447,-3.4487949,-4.3977044,-3.7447753e-09,-1.3370831e-10,-4.6149256e-10,0,25.979091,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,3.7754731e-07,-3.7754731e-09,0,0,8226.037,0,0,0,0,30,90,2120537.8,25.155503,164.5049,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7500,9.5648925e+10,-0.34209841,9.9260659e-13,0,0,0,
503,3803.5947,0,28.39655,152.86773,193829.65,-5242098,2447851,3107416,-3638.6713,-6337.3397,-1692.0695,-1781.2266,6859.7976,263.18891,7.3673962,-3.4402806,-4.3958123,-3.9288003e-09,-1.4040266e-10,-4.8910602e-10,0,25.980332,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,3.9616169e-07,-3.9616169e-09,0,0,8226.037,0,0,0,0,30,90,2127420.4,25.137643,164.55685,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7500,9.5658237e+10,-0.34301419,1.0415455e-12,0,0,0,
504,3803.5947,0,28.380934,152.93565,193566.12,-5245733,2441512,3105721.7,-3631.3009,-6340.7758,-1696.4644,-1785.6552,6858.9773,263.88499,7.3733475,-3.4317637,-4.3939188,-4.1223872e-09,-1.4745027e-10,-5.1838488e-10,0,25.981577,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,4.1574682e-07,-4.1574682e-09,0,0,8226.037,0,0,0,0,30,90,2134303.7,25.119769,164.60876,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7501,9.5667575e+10,-0.34392987,1.0930366e-12,0,0,0,
505,3803.5947,0,28.365278,153.00357,193301.88,-5249360.6,2435169.5,3104023.1,-3623.9246,-6344.2033,-1700.8574,-1790.0805,6858.1559,264.5807,7.3792988,-3.4232442,-4.3920241,-4.3260579e-09,-1.5487171e-10,-5.4943423e-10,0,25.982826,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,4.3635577e-07,-4.3635577e-09,0,0,8226.037,0,0,0,0,30,90,2141187.5,25.101881,164.66065,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7501,9.5676938e+10,-0.34484546,1.1472194e-12,0,0,0,
506,3803.5947,0,28.349584,153.07146,193036.95,-5252980.8,2428823.6,3102320,-3616.5423,-6347.6222,-1705.2484,-1794.5026,6857.3332,265.27606,7.3852502,-3.4147221,-4.390128,-4.5403614e-09,-1.6268597e-10,-5.823611e-10,0,25.984078,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,4.5804467e-07,-4.5804467e-09,0,0,8226.037,0,0,0,0,30,90,2148071.9,25.083979,164.71249,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7501,9.5686326e+10,-0.34576098,1.2042415e-12,0,0,0,
507,3803.5947,0,28.333849,153.13935,192771.33,-5256593.7,2422474.2,3100612.6,-3609.1541,-6351.0327,-1709.6376,-1798.9215,6856.5093,265.97106,7.3912018,-3.4061974,-4.3882308,-4.7658803e-09,-1.7091738e-10,-6.172819e-10,0,25.985333,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,4.808728e-07,-4.808728e-09,0,0,8226.037,0,0,0,0,30,90,2154956.9,25.066063,164.7643,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7502,9.569574e+10,-0.34667645,1.2642588e-12,0,0,0,
508,3803.5947,0,28.318076,153.20721,192505.01,-5260199.1,2416121.5,3098900.7,-3601.7599,-6354.4346,-1714.0249,-1803.3372,6855.6843,266.66573,7.3971537,-3.3976702,-4.3863325,-5.0032296e-09,-1.7958607e-10,-6.5431793e-10,0,25.986591,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,5.0490289e-07,-5.0490289e-09,0,0,8226.037,0,0,0,0,30,90,2161842.5,25.048133,164.81608,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7502,9.5705179e+10,-0.34759189,1.3274361e-12,0,0,0,
509,3803.5947,0,28.302263,153.27506,192238,-5263797.2,2409765.4,3097184.5,-3594.3598,-6357.828,-1718.4103,-1807.7496,6854.858,267.36006,7.403106,-3.3891405,-4.384433,-5.2530596e-09,-1.8871863e-10,-6.9360281e-10,0,25.987853,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,5.3020122e-07,-5.3020122e-09,0,0,8226.037,0,0,0,0,30,90,2168728.7,25.03019,164.86781,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7502,9.5714643e+10,-0.34850731,1.3939477e-12,0,0,0,
510,3803.5947,0,28.286411,153.3429,191970.29,-5267387.8,2403405.8,3095463.9,-3586.9537,-6361.2129,-1722.7938,-1812.1588,6854.0307,268.05407,7.4090587,-3.3806083,-4.3825325,-5.5160574e-09,-1.9834069e-10,-7.3527169e-10,0,25.989118,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,5.568379e-07,-5.568379e-09,0,0,8226.037,0,0,0,0,30,90,2175615.5,25.012233,164.91952,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7503,9.5724133e+10,-0.34942272,1.463978e-12,0,0,0,
511,3803.5947,0,28.270519,153.41072,191701.89,-5270971.1,2397042.9,3093738.9,-3579.5416,-6364.5893,-1727.1753,-1816.5647,6853.2021,268.74776,7.415012,-3.3720735,-4.3806309,-5.7929474e-09,-2.0847861e-10,-7.7947787e-10,0,25.990386,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,5.8488707e-07,-5.8488707e-09,0,0,8226.037,0,0,0,0,30,90,2182502.8,24.994262,164.97119,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7503,9.5733647e+10,-0.35033815,1.5377219e-12,0,0,0,
512,3803.5947,0,28.254589,153.47852,191432.8,-5274546.9,2390676.7,3092009.6,-3572.1237,-6367.9571,-1731.555,-1820.9673,6852.3724,269.44114,7.4209659,-3.3635363,-4.3787283,-6.0845006e-09,-2.1916243e-10,-8.2637412e-10,0,25.991658,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,6.1442717e-07,-6.1442717e-09,0,0,8226.037,0,0,0,0,30,90,2189390.8,24.976278,165.02282,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7503,9.5743187e+10,-0.35125361,1.6153855e-12,0,0,0,
513,3803.5947,0,28.238619,153.54631,191163.01,-5278115.3,2384307,3090275.8,-3564.6997,-6371.3163,-1735.9328,-1825.3667,6851.5415,270.13422,7.4269204,-3.3549965,-4.3768246,-6.3915284e-09,-2.3042248e-10,-8.7613117e-10,0,25.992933,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,6.4554114e-07,-6.4554114e-09,0,0,8226.037,0,0,0,0,30,90,2196279.3,24.95828,165.07442,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7504,9.5752753e+10,-0.35216912,1.697187e-12,0,0,0,
514,3803.5947,0,28.222609,153.61408,190892.53,-5281676.3,2377934,3088537.7,-3557.2698,-6374.6671,-1740.3087,-1829.7629,6850.7095,270.827,7.4328757,-3.3464542,-4.37492,-6.7148906e-09,-2.4229124e-10,-9.2892323e-10,0,25.994211,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,6.7831674e-07,-6.7831674e-09,0,0,8226.037,0,0,0,0,30,90,2203168.4,24.94027,165.12598,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7504,9.5762343e+10,-0.35308469,1.7833571e-12,0,0,0,
515,3803.5947,0,28.206561,153.68184,190621.35,-5285229.9,2371557.7,3086795.2,-3549.834,-6378.0092,-1744.6826,-1834.1557,6849.8764,271.51951,7.4388317,-3.3379094,-4.3730144,-7.0554961e-09,-2.5480338e-10,-9.8494191e-10,0,25.995493,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,7.1284683e-07,-7.1284683e-09,0,0,8226.037,0,0,0,0,30,90,2210058.2,24.922245,165.17751,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7504,9.5771959e+10,-0.35400033,1.8741398e-12,0,0,0,
516,3803.5947,0,28.190474,153.74958,190349.49,-5288776,2365178,3085048.3,-3542.3922,-6381.3429,-1749.0547,-1838.5453,6849.0422,272.21173,7.4447884,-3.329362,-4.3711078,-7.4143062e-09,-2.6799487e-10,-1.0443862e-09,0,25.996778,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,7.4922967e-07,-7.4922967e-09,0,0,8226.037,0,0,0,0,30,90,2216948.5,24.904208,165.229,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7505,9.5781601e+10,-0.35491606,1.9697937e-12,0,0,0,
517,3803.5947,0,28.174347,153.81731,190076.93,-5292314.7,2358795,3083297.1,-3534.9444,-6384.668,-1753.4249,-1842.9316,6848.2068,272.90369,7.450746,-3.3208121,-4.3692003,-7.7923401e-09,-2.8190465e-10,-1.1074756e-09,0,25.998066,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,7.8756925e-07,-7.8756925e-09,0,0,8226.037,0,0,0,0,30,90,2223839.4,24.886158,165.28045,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7505,9.5791267e+10,-0.3558319,2.0705919e-12,0,0,0,
518,3803.5947,0,28.158181,153.88502,189803.68,-5295845.9,2352408.7,3081541.5,-3527.4907,-6387.9845,-1757.7931,-1847.3146,6847.3703,273.59539,7.4567044,-3.3122596,-4.3672917,-8.1906727e-09,-2.9657272e-10,-1.1744294e-09,0,25.999358,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,8.2797561e-07,-8.2797561e-09,0,0,8226.037,0,0,0,0,30,90,2230731,24.868094,165.33187,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7505,9.5800959e+10,-0.35674787,2.176824e-12,0,0,0,
519,3803.5947,0,28.141976,153.95271,189529.74,-5299369.6,2346019.1,3079781.5,-3520.031,-6391.2925,-1762.1594,-1851.6943,6846.5327,274.28684,7.4626636,-3.3037044,-4.3653822,-8.6104443e-09,-3.1204467e-10,-1.2454986e-09,0,26.000653,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,8.7056526e-07,-8.7056526e-09,0,0,8226.037,0,0,0,0,30,90,2237623.1,24.850018,165.38325,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7506,9.5810676e+10,-0.35766396,2.2887961e-12,0,0,0,
520,3803.5947,0,28.125732,154.02039,189255.11,-5302885.9,2339626.1,3078017.2,-3512.5653,-6394.5919,-1766.5239,-1856.0707,6845.694,274.97805,7.4686237,-3.2951467,-4.3634717,-9.0528602e-09,-3.2836278e-10,-1.3209366e-09,0,26.001951,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,9.1546153e-07,-9.1546153e-09,0,0,8226.037,0,0,0,0,30,90,2244515.8,24.831929,165.4346,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7506,9.5820419e+10,-0.35858021,2.4068325e-12,0,0,0,
521,3803.5947,0,28.109449,154.08806,188979.78,-5306394.8,2333229.9,3076248.5,-3505.0937,-6397.8828,-1770.8864,-1860.4438,6844.8542,275.66902,7.4745846,-3.2865862,-4.3615601,-9.5191984e-09,-3.4557676e-10,-1.4010166e-09,0,26.003253,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,9.6279498e-07,-9.6279498e-09,0,0,8226.037,0,0,0,0,30,90,2251409.2,24.813827,165.48591,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7506,9.5830187e+10,-0.35949662,2.5312765e-12,0,0,0,
522,3803.5947,0,28.093127,154.15571,188703.77,-5309896.1,2326830.3,3074475.4,-3497.6162,-6401.1651,-1775.247,-1864.8135,6844.0134,276.35977,7.4805462,-3.2780231,-4.3596475,-1.001081e-08,-3.6373993e-10,-1.4860334e-09,0,26.004558,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.0127039e-06,-1.0127039e-08,0,0,8226.037,0,0,0,0,30,90,2258303.1,24.795712,165.53718,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7507,9.583998e+10,-0.3604132,2.6624916e-12,0,0,0,
523,3803.5947,0,28.076766,154.22334,188427.07,-5313390,2320427.5,3072698,-3490.1326,-6404.4388,-1779.6057,-1869.18,6843.1715,277.05031,7.4865087,-3.2694572,-4.3577338,-1.0529125e-08,-3.829046e-10,-1.5762984e-09,0,26.005866,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.0653347e-06,-1.0653347e-08,0,0,8226.037,0,0,0,0,30,90,2265197.7,24.777584,165.58842,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7507,9.5849799e+10,-0.36132997,2.8008627e-12,0,0,0,
524,3803.5947,0,28.060366,154.29095,188149.67,-5316876.4,2314021.5,3070916.2,-3482.6432,-6407.704,-1783.9624,-1873.5432,6842.3285,277.74064,7.4924719,-3.2608884,-4.3558191,-1.1075658e-08,-4.031291e-10,-1.6721407e-09,0,26.007178,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.1208424e-06,-1.1208424e-08,0,0,8226.037,0,0,0,0,30,90,2272092.9,24.759444,165.63962,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7507,9.5859643e+10,-0.36224694,2.9467976e-12,0,0,0,
525,3803.5947,0,28.043927,154.35856,187871.58,-5320355.3,2307612.1,3069130,-3475.1477,-6410.9606,-1788.3173,-1877.903,6841.4844,278.43077,7.4984358,-3.2523169,-4.3539031,-1.1652014e-08,-4.2447477e-10,-1.773913e-09,0,26.008493,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.1793913e-06,-1.1793913e-08,0,0,8226.037,0,0,0,0,30,90,2278988.7,24.741292,165.69079,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7508,9.5869513e+10,-0.36316411,3.1007281e-12,0,0,0,
526,3803.5947,0,28.027449,154.42614,187592.81,-5323826.7,2301199.6,3067339.6,-3467.6463,-6414.2086,-1792.6703,-1882.2595,6840.6393,279.1207,7.5044003,-3.2437424,-4.351986,-1.2259893e-08,-4.4700602e-10,-1.8819907e-09,0,26.009811,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.2411554e-06,-1.2411554e-08,0,0,8226.037,0,0,0,0,30,90,2285885.1,24.723127,165.74192,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7508,9.5879408e+10,-0.36408151,3.2631116e-12,0,0,0,
527,3803.5947,0,28.010932,154.49371,187313.34,-5327290.6,2294783.7,3065544.7,-3460.1389,-6417.4481,-1797.0213,-1886.6127,6839.7931,279.81045,7.5103654,-3.235165,-4.3500676,-1.2901092e-08,-4.7079314e-10,-1.9967736e-09,0,26.011133,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.306319e-06,-1.306319e-08,0,0,8226.037,0,0,0,0,30,90,2292782.1,24.70495,165.79301,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7509,9.5889328e+10,-0.36499913,3.4344328e-12,0,0,0,
528,3803.5947,0,27.994376,154.56126,187033.19,-5330746.9,2288364.7,3063745.5,-3452.6255,-6420.6789,-1801.3704,-1890.9625,6838.9459,280.50003,7.5163309,-3.2265846,-4.3481479,-1.3577521e-08,-4.9590527e-10,-2.1186851e-09,0,26.012458,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.3750776e-06,-1.3750776e-08,0,0,8226.037,0,0,0,0,30,90,2299679.7,24.686761,165.84406,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7509,9.5899273e+10,-0.36591699,3.6152053e-12,0,0,0,
529,3803.5947,0,27.977781,154.6288,186752.34,-5334195.8,2281942.4,3061942,-3445.1062,-6423.9012,-1805.7176,-1895.309,6838.0977,281.18944,7.5222969,-3.2180011,-4.3462268,-1.4291198e-08,-5.2242272e-10,-2.2481818e-09,0,26.013786,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.447638e-06,-1.447638e-08,0,0,8226.037,0,0,0,0,30,90,2306578,24.668559,165.89508,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7509,9.5909245e+10,-0.36683509,3.8059733e-12,0,0,0,
530,3803.5947,0,27.961148,154.69632,186470.81,-5337637.2,2275516.9,3060134.1,-3437.5809,-6427.115,-1810.0629,-1899.6521,6837.2485,281.87868,7.5282632,-3.2094144,-4.3443043,-1.5044262e-08,-5.5042682e-10,-2.3857427e-09,0,26.015118,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.5242196e-06,-1.5242196e-08,0,0,8226.037,0,0,0,0,30,90,2313476.9,24.650346,165.94606,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7510,9.5919241e+10,-0.36775344,4.0073135e-12,0,0,0,
531,3803.5947,0,27.944475,154.76383,186188.59,-5341071,2269088.1,3058321.8,-3430.0497,-6430.3201,-1814.4062,-1903.9919,6836.3982,282.56777,7.5342297,-3.2008246,-4.3423802,-1.5838981e-08,-5.8000283e-10,-2.5318836e-09,0,26.016453,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.6050551e-06,-1.6050551e-08,0,0,8226.037,0,0,0,0,30,90,2320376.4,24.63212,165.99701,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7510,9.5929263e+10,-0.36867205,4.2198373e-12,0,0,0,
532,3803.5947,0,27.927764,154.83132,185905.67,-5344497.3,2262656.2,3056505.3,-3422.5125,-6433.5166,-1818.7476,-1908.3283,6835.5469,283.25672,7.5401963,-3.1922314,-4.3404546,-1.6677761e-08,-6.1124604e-10,-2.6871507e-09,0,26.017791,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.6903908e-06,-1.6903908e-08,0,0,8226.037,0,0,0,0,30,90,2327276.5,24.613883,166.04792,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7510,9.5939311e+10,-0.36959093,4.4441928e-12,0,0,0,
533,3803.5947,0,27.911015,154.89879,185622.07,-5347916,2256221.1,3054684.3,-3414.9693,-6436.7045,-1823.0871,-1912.6614,6834.6947,283.94553,7.5461628,-3.1836349,-4.3385273,-1.7563146e-08,-6.4425091e-10,-2.8521283e-09,0,26.019133,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.7804881e-06,-1.7804881e-08,0,0,8226.037,0,0,0,0,30,90,2334177.3,24.595633,166.09879,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7511,9.5949383e+10,-0.37051008,4.6810669e-12,0,0,0,
534,3803.5947,0,27.894226,154.96625,185337.78,-5351327.2,2249782.8,3052859.1,-3407.4201,-6439.8839,-1827.4247,-1916.9911,6833.8414,284.6342,7.5521292,-3.1750349,-4.3365982,-1.8497838e-08,-6.7912154e-10,-3.0274348e-09,0,26.020478,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.8756241e-06,-1.8756241e-08,0,0,8226.037,0,0,0,0,30,90,2341078.6,24.577372,166.14962,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7511,9.5959482e+10,-0.3714295,4.9311881e-12,0,0,0,
535,3803.5947,0,27.877399,155.03369,185052.8,-5354730.8,2243341.3,3051029.5,-3399.865,-6443.0546,-1831.7603,-1921.3174,6832.9872,285.32275,7.5580953,-3.1664313,-4.3346673,-1.9484698e-08,-7.1596881e-10,-3.2137367e-09,0,26.021826,93.167606,-6.926229,-6.0030954,1.7146126,6.2397329,1.9760926e-06,-1.9760926e-08,0,0,8226.037,0,0,0,0,30,90,2347980.7,24.559099,166.20042,-0.57303079,-0.3335078,0.74860421,-0.80616469,0.39370969,-0.44169126,-0.14742525,-0.85660097,-0.49446998,7511,9.5969606e+10,-0.3723492,5.195329e-12,0,0,0,
